Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,
2022-01-13,169.7975616455078,298.2260437011719,343.85333251953125,172.19000244140625,304.79998779296875,343.85333251953125,176.6199951171875,320.8800048828125,371.8666687011719,171.7899932861328,304.0,342.17999267578125,175.77999877929688,320.4700012207031,369.69000244140625,84505800,45366000,97209900.0
2022-01-14,170.6653594970703,303.5096130371094,349.8699951171875,173.07000732421875,310.20001220703125,349.8699951171875,173.77999877929688,310.82000732421875,350.6666564941406,171.08999633789062,303.75,337.7933349609375,171.33999633789062,304.25,339.9599914550781,80440800,39846400,72924300.0
2022-01-18,167.44076538085938,296.1224365234375,343.5033264160156,169.8000030517578,302.6499938964844,343.5033264160156,172.5399932861328,309.79998779296875,356.92999267578125,169.41000366210938,301.739990234375,338.6866760253906,171.50999450683594,304.07000732421875,342.2033386230469,90956700,42333200,66743400.0
2022-01-19,163.92037963867188,296.7877502441406,331.8833312988281,166.22999572753906,303.3299865722656,331.8833312988281,171.0800018310547,313.9100036621094,351.5566711425781,165.94000244140625,302.70001220703125,331.6666564941406,170.0,306.2900085449219,347.2366638183594,94815000,45933900,75442500.0
2022-01-20,162.22427368164062,295.0950927734375,332.0899963378906,164.50999450683594,301.6000061035156,332.0899963378906,169.67999267578125,311.6499938964844,347.2200012207031,164.17999267578125,301.1400146484375,331.3333435058594,166.97999572753906,309.07000732421875,336.57666015625,91420500,35380700,70488600.0
2022-01-21,160.1534423828125,289.6451721191406,314.6333312988281,162.41000366210938,296.0299987792969,314.6333312988281,166.3300018310547,304.1099853515625,334.8500061035156,162.3000030517578,295.6099853515625,313.5,164.4199981689453,302.69000244140625,332.11334228515625,122848900,57984400,103416000.0
2022-01-24,159.37445068359375,289.97784423828125,310.0,161.6199951171875,296.3699951171875,310.0,162.3000030517578,297.1099853515625,311.1700134277344,154.6999969482422,276.04998779296875,283.8233337402344,160.02000427246094,292.20001220703125,301.586669921875,162294600,85731500,151565700.0
2022-01-25,157.5599822998047,282.2678527832031,306.1333312988281,159.77999877929688,288.489990234375,306.1333312988281,162.75999450683594,294.989990234375,317.086669921875,157.02000427246094,285.1700134277344,301.07000732421875,158.97999572753906,291.5199890136719,304.73333740234375,115798400,72848600,86595900.0
2022-01-26,157.47125244140625,290.3105773925781,312.4700012207031,159.69000244140625,296.7099914550781,312.4700012207031,164.38999938964844,308.5,329.2300109863281,157.82000732421875,293.0299987792969,302.0,163.5,307.989990234375,317.4766540527344,108275300,90428900,104867400.0
2022-01-27,157.0077667236328,293.373046875,276.3666687011719,159.22000122070312,299.8399963378906,276.3666687011719,163.83999633789062,307.29998779296875,311.7966613769531,158.27999877929688,297.92999267578125,276.3333435058594,162.4499969482422,302.6600036621094,311.1199951171875,121954600,53481300,147109500.0
2022-01-28,167.96340942382812,301.6114501953125,282.1166687011719,170.3300018310547,308.260009765625,282.1166687011719,170.35000610351562,308.4800109863281,285.8333435058594,162.8000030517578,294.45001220703125,264.0033264160156,165.7100067138672,300.2300109863281,277.1866760253906,179935700,49743700,134789100.0
2022-01-31,172.35157775878906,304.2728271484375,312.239990234375,174.77999877929688,310.9800109863281,312.239990234375,175.0,312.3800048828125,312.663330078125,169.50999450683594,306.3699951171875,287.3500061035156,170.16000366210938,308.95001220703125,290.9033203125,115541600,46444500,104436000.0
2022-02-01,172.18392944335938,302.1006774902344,310.4166564941406,174.61000061035156,308.760009765625,310.4166564941406,174.83999633789062,310.6300048828125,314.5666809082031,172.30999755859375,305.1300048828125,301.6666564941406,174.00999450683594,310.4100036621094,311.7366638183594,86213900,40950400,73138200.0
2022-02-02,173.39683532714844,306.69927978515625,301.88665771484375,175.83999633789062,313.4599914550781,301.88665771484375,175.8800048828125,315.1199951171875,310.5,173.3300018310547,308.8800048828125,296.4700012207031,174.75,309.6300048828125,309.3933410644531,84914300,36636000,66792900.0
2022-02-03,170.49766540527344,294.7525939941406,297.0466613769531,172.89999389648438,301.25,297.0466613769531,176.24000549316406,311.2300109863281,312.3333435058594,172.1199951171875,299.9599914550781,293.50665283203125,174.47999572753906,309.489990234375,294.0,89418100,43730000,78855600.0
2022-02-04,170.2113494873047,299.34149169921875,307.7733459472656,172.38999938964844,305.94000244140625,307.7733459472656,174.10000610351562,308.79998779296875,312.1666564941406,170.67999267578125,299.9700012207031,293.72332763671875,171.67999267578125,300.2099914550781,299.0733337402344,82465400,35096500,73625400.0
2022-02-07,169.4906005859375,294.4591369628906,302.4466552734375,171.66000366210938,300.95001220703125,302.4466552734375,173.9499969482422,307.8399963378906,315.92333984375,170.9499969482422,299.8999938964844,300.9033203125,172.86000061035156,306.1700134277344,307.92999267578125,77251200,28533300,60994500.0
2022-02-08,172.6205291748047,297.9912414550781,307.3333435058594,174.8300018310547,304.55999755859375,307.3333435058594,175.35000610351562,305.55999755859375,308.7633361816406,171.42999267578125,299.95001220703125,298.26666259765625,171.72999572753906,301.25,301.84332275390625,74829200,32421200,50729100.0
2022-02-09,174.05221557617188,304.497802734375,310.6666564941406,176.27999877929688,311.2099914550781,310.6666564941406,176.64999389648438,311.92999267578125,315.42333984375,174.89999389648438,307.3900146484375,306.6666564941406,176.0500030517578,309.8699951171875,311.6666564941406,71285000,31284700,52259400.0
2022-02-10,169.9447784423828,295.8582763671875,301.51666259765625,172.1199951171875,302.3800048828125,301.51666259765625,175.47999572753906,309.1199951171875,314.60333251953125,171.5500030517578,300.70001220703125,298.8999938964844,174.13999938964844,304.0400085449219,302.7900085449219,90865900,45386200,66126900.0
2022-02-11,166.50875854492188,288.6766052246094,286.6666564941406,168.63999938964844,295.0400085449219,286.6666564941406,173.0800018310547,304.2900085449219,305.32000732421875,168.0399932861328,294.2200012207031,283.5666809082031,172.3300018310547,303.19000244140625,303.2099914550781,98670700,39175600,79645800.0
2022-02-14,166.74574279785156,288.6374816894531,291.9200134277344,168.8800048828125,295.0,291.9200134277344,169.5800018310547,296.760009765625,299.6266784667969,166.55999755859375,291.3500061035156,284.3833312988281,167.3699951171875,293.7699890136719,287.19000244140625,86185500,36359500,67756500.0
2022-02-15,170.60630798339844,293.9894714355469,307.4766540527344,172.7899932861328,300.4700012207031,307.4766540527344,172.9499969482422,300.79998779296875,307.6666564941406,170.25,297.0199890136719,297.7933349609375,170.97000122070312,300.010009765625,300.0,62527400,27058300,57286200.0
2022-02-16,170.36935424804688,293.6462707519531,307.7966613769531,172.5500030517578,299.5,307.7966613769531,173.33999633789062,300.8699951171875,308.80999755859375,170.0500030517578,293.67999267578125,300.4033203125,171.85000610351562,298.3699951171875,304.6833190917969,61177400,29982100,51294300.0
2022-02-17,166.74574279785156,285.0477294921875,292.1166687011719,168.8800048828125,290.7300109863281,292.1166687011719,171.91000366210938,296.79998779296875,306.1666564941406,168.47000122070312,290.0,291.3666687011719,171.02999877929688,296.3599853515625,304.4200134277344,69589300,32461600,55178400.0
2022-02-18,165.18568420410156,282.3024597167969,285.6600036621094,167.3000030517578,287.92999267578125,285.6600036621094,170.5399932861328,293.8599853515625,295.6233215332031,166.19000244140625,286.30999755859375,279.2033386230469,169.82000732421875,293.04998779296875,295.3333435058594,82772700,34264000,68501700.0
2022-02-22,162.24334716796875,282.0965576171875,273.84332275390625,164.32000732421875,287.7200012207031,273.84332275390625,166.69000244140625,291.5400085449219,285.57666015625,162.14999389648438,284.5,267.0333251953125,164.97999572753906,285.0,278.0433349609375,91162800,41736100,83288100.0
2022-02-23,158.04705810546875,274.7921142578125,254.67999267578125,160.07000732421875,280.2699890136719,254.67999267578125,166.14999389648438,291.70001220703125,278.4333190917969,159.75,280.1000061035156,253.52000427246094,165.5399932861328,290.17999267578125,276.80999755859375,90009200,37811200,95256900.0
2022-02-24,160.683349609375,288.8322448730469,266.92333984375,162.74000549316406,294.5899963378906,266.92333984375,162.85000610351562,295.1600036621094,267.49334716796875,152.0,271.5199890136719,233.3333282470703,152.5800018310547,272.510009765625,233.4633331298828,141147500,56989700,135322200.0
2022-02-25,162.7666473388672,291.4991149902344,269.9566650390625,164.85000610351562,297.30999755859375,269.9566650390625,165.1199951171875,297.6300048828125,273.1666564941406,160.8699951171875,291.6499938964844,260.79998779296875,163.83999633789062,295.1400146484375,269.74334716796875,91974200,32546700,76067700.0
2022-02-28,163.0332489013672,292.9501953125,290.1433410644531,165.1199951171875,298.7900085449219,290.1433410644531,165.4199981689453,299.1400146484375,292.28668212890625,162.42999267578125,293.0,271.57000732421875,163.05999755859375,294.30999755859375,271.6700134277344,95056600,34627500,99006900.0
2022-03-01,161.13751220703125,289.18524169921875,288.1233215332031,163.1999969482422,294.95001220703125,288.1233215332031,166.60000610351562,299.9700012207031,296.6266784667969,161.97000122070312,292.1499938964844,284.59332275390625,164.6999969482422,296.3999938964844,289.8933410644531,83474400,31217800,74766900.0
2022-03-02,164.45504760742188,294.3228454589844,293.2966613769531,166.55999755859375,300.19000244140625,293.2966613769531,167.36000061035156,301.4700012207031,295.49334716796875,162.9499969482422,293.70001220703125,281.42333984375,164.38999938964844,295.3599853515625,290.7099914550781,79724800,31873000,74643300.0
2022-03-03,164.1292266845703,290.13629150390625,279.7633361816406,166.22999572753906,295.9200134277344,279.7633361816406,168.91000366210938,303.1300048828125,295.4800109863281,165.5500030517578,294.04998779296875,277.5333251953125,168.47000122070312,302.8900146484375,292.92333984375,76678400,27314500,61623600.0
2022-03-04,161.10789489746094,284.1947021484375,279.42999267578125,163.1699981689453,289.8599853515625,279.42999267578125,165.5500030517578,295.6600036621094,285.2166748046875,162.10000610351562,287.1700134277344,275.0533447265625,164.49000549316406,294.2900085449219,283.0333251953125,83737200,32356500,66999600.0
2022-03-07,157.2867889404297,273.4587707519531,268.1933288574219,159.3000030517578,278.9100036621094,268.1933288574219,165.02000427246094,289.69000244140625,288.71331787109375,159.0399932861328,278.5299987792969,268.19000244140625,163.36000061035156,288.5299987792969,285.4333190917969,96418800,43157200,72494100.0
2022-03-08,155.45028686523438,270.4585266113281,274.79998779296875,157.44000244140625,275.8500061035156,274.79998779296875,162.8800048828125,283.9599914550781,283.3299865722656,155.8000030517578,270.0,260.72332763671875,158.82000732421875,277.79998779296875,265.1766662597656,131148300,48159500,80399100.0
2022-03-09,160.8906707763672,282.861328125,286.3233337402344,162.9499969482422,288.5,286.3233337402344,163.41000366210938,289.6000061035156,286.85333251953125,159.41000366210938,280.7799987792969,277.336669921875,161.47999572753906,283.44000244140625,279.82666015625,91454900,35204500,59184000.0
2022-03-10,156.5166473388672,280.0082092285156,279.4333190917969,158.52000427246094,285.5899963378906,279.4333190917969,160.38999938964844,286.6000061035156,284.8166809082031,155.97999572753906,280.5799865722656,270.1199951171875,160.1999969482422,283.0199890136719,283.8166809082031,105342000,30628000,58648500.0
2022-03-11,152.77452087402344,274.5960388183594,265.1166687011719,154.72999572753906,280.07000732421875,265.1166687011719,159.27999877929688,289.510009765625,281.26666259765625,154.5,279.42999267578125,264.5899963378906,158.92999267578125,287.9599914550781,280.0666809082031,96970100,27209300,67037100.0
2022-03-14,148.7165069580078,271.0369873046875,255.4566650390625,150.6199951171875,276.44000244140625,255.4566650390625,154.1199951171875,285.3999938964844,266.8999938964844,150.10000610351562,275.82000732421875,252.01333618164062,151.4499969482422,280.3399963378906,260.2033386230469,108732100,30660700,71152200.0
2022-03-15,153.13003540039062,281.5376892089844,267.2966613769531,155.08999633789062,287.1499938964844,267.2966613769531,155.57000732421875,287.82000732421875,268.5233459472656,150.3800048828125,278.7300109863281,252.19000244140625,150.89999389648438,280.3500061035156,258.42333984375,92964300,34245100,66841200.0
2022-03-16,157.57310485839844,288.6361999511719,280.07666015625,159.58999633789062,294.3900146484375,280.07666015625,160.0,294.57000732421875,280.6666564941406,154.4600067138672,283.20001220703125,267.4200134277344,157.0500030517578,289.1099853515625,269.6666564941406,102300200,37826300,84028800.0
2022-03-17,158.59011840820312,289.44989013671875,290.5333251953125,160.6199951171875,295.2200012207031,290.5333251953125,161.0,295.6099853515625,291.6666564941406,157.6300048828125,289.3699951171875,275.239990234375,158.61000061035156,293.2900085449219,276.9966735839844,75615400,30816600,66582900.0
2022-03-18,161.90765380859375,294.5581359863281,301.7966613769531,163.97999572753906,300.42999267578125,301.7966613769531,164.47999572753906,301.0,302.6166687011719,159.75999450683594,292.7300109863281,289.1300048828125,160.50999450683594,295.3699951171875,291.4966735839844,123511700,43390600,100414200.0
2022-03-21,163.2899627685547,293.3129577636719,307.0533447265625,165.3800048828125,299.1600036621094,307.0533447265625,166.35000610351562,300.1400146484375,314.2833251953125,163.00999450683594,294.8999938964844,302.36334228515625,163.50999450683594,298.8900146484375,304.99334716796875,95811400,28351200,81981600.0
2022-03-22,166.68649291992188,298.11712646484375,331.32666015625,168.82000732421875,304.05999755859375,331.32666015625,169.4199981689453,305.0,332.6199951171875,164.91000366210938,298.7699890136719,307.25,165.50999450683594,299.79998779296875,310.0,81532000,27599700,105868500.0
2022-03-23,168.05892944335938,293.6365051269531,333.03668212890625,170.2100067138672,299.489990234375,333.03668212890625,172.63999938964844,303.2300109863281,346.8999938964844,167.64999389648438,297.7200012207031,325.4666748046875,167.99000549316406,300.510009765625,326.64666748046875,98062700,25715400,120676200.0
2022-03-24,171.8701629638672,298.15643310546875,337.97332763671875,174.07000732421875,304.1000061035156,337.97332763671875,174.13999938964844,304.20001220703125,341.4966735839844,170.2100067138672,298.32000732421875,329.6000061035156,171.05999755859375,299.1400146484375,336.57666015625,90131400,24484500,68920800.0
2022-03-25,172.5118865966797,297.7445983886719,336.8800048828125,174.72000122070312,303.67999267578125,336.8800048828125,175.27999877929688,305.5,340.6000061035156,172.75,299.2900085449219,332.44000244140625,173.8800048828125,305.2300109863281,336.0,80546200,22566500,62031600.0
2022-03-28,173.3808135986328,304.6274719238281,363.9466552734375,175.60000610351562,310.70001220703125,363.9466552734375,175.72999572753906,310.79998779296875,365.9599914550781,172.0,304.3299865722656,351.20001220703125,172.1699981689453,304.3299865722656,355.0333251953125,90371900,29578200,102506100.0
2022-03-29,176.69833374023438,309.245361328125,366.5233459472656,178.9600067138672,315.4100036621094,366.5233459472656,179.00999450683594,315.82000732421875,371.5899963378906,176.33999633789062,309.04998779296875,357.7033386230469,176.69000244140625,313.9100036621094,369.3299865722656,100589400,30393400,73614900.0
2022-03-30,175.5233612060547,307.7256164550781,364.663330078125,177.77000427246094,313.8599853515625,364.663330078125,179.61000061035156,315.95001220703125,371.3166809082031,176.6999969482422,311.5799865722656,361.3333435058594,178.5500030517578,313.760009765625,363.72332763671875,92633200,28163600,59865000.0
2022-03-31,172.40330505371094,302.2840881347656,359.20001220703125,174.61000061035156,308.30999755859375,359.20001220703125,178.02999877929688,315.1400146484375,367.71331787109375,174.39999389648438,307.8900146484375,358.8800048828125,177.83999633789062,313.8999938964844,364.8566589355469,103049300,33422100,48992700.0
2022-04-01,172.10708618164062,303.3724365234375,361.5299987792969,174.30999755859375,309.4200134277344,361.5299987792969,174.8800048828125,310.1300048828125,364.9166564941406,171.94000244140625,305.5400085449219,355.5466613769531,174.02999877929688,309.3699951171875,360.3833312988281,78751300,27110500,54263100.0
2022-04-04,176.18490600585938,308.81396484375,381.8166809082031,178.44000244140625,314.9700012207031,381.8166809082031,178.49000549316406,315.1099853515625,383.3033447265625,174.44000244140625,309.7099914550781,357.510009765625,174.57000732421875,310.0899963378906,363.1266784667969,76468400,24289600,82035900.0
2022-04-05,172.84762573242188,304.80389404296875,363.7533264160156,175.05999755859375,310.8800048828125,363.7533264160156,178.3000030517578,314.8699951171875,384.2900085449219,174.4199981689453,309.8699951171875,362.4333190917969,177.5,313.2699890136719,378.76666259765625,73401800,23156700,80075100.0
2022-04-06,169.65846252441406,293.6462707519531,348.586669921875,171.8300018310547,299.5,348.586669921875,173.6300048828125,307.0,359.6666564941406,170.1300048828125,296.7099914550781,342.5666809082031,172.36000061035156,305.19000244140625,357.8233337402344,89058800,40110400,89348400.0
2022-04-07,169.9645233154297,295.479736328125,352.4200134277344,172.13999938964844,301.3699951171875,352.4200134277344,173.36000061035156,303.6499938964844,358.86334228515625,169.85000610351562,296.3500061035156,340.5133361816406,171.16000366210938,296.6600036621094,350.7966613769531,77594700,31411200,79447200.0
2022-04-08,167.94041442871094,291.1657409667969,341.8299865722656,170.08999633789062,296.9700012207031,341.8299865722656,171.77999877929688,301.1199951171875,349.4800109863281,169.1999969482422,296.2799987792969,340.8133239746094,171.77999877929688,300.44000244140625,347.7366638183594,76575500,24361900,55013700.0
2022-04-11,163.65528869628906,279.6846618652344,325.30999755859375,165.75,285.260009765625,325.30999755859375,169.02999877929688,292.6099853515625,336.15667724609375,165.5,285.0,324.8800048828125,168.7100067138672,291.7900085449219,326.79998779296875,72246700,34569300,59357100.0
2022-04-12,165.54115295410156,276.5471496582031,328.98333740234375,167.66000366210938,282.05999755859375,328.98333740234375,169.8699951171875,290.739990234375,340.39666748046875,166.63999938964844,280.489990234375,325.5333251953125,168.02000427246094,289.239990234375,332.5466613769531,79265200,30966700,65976000.0
2022-04-13,168.24655151367188,281.99847412109375,340.7900085449219,170.39999389648438,287.6199951171875,340.7900085449219,171.0399932861328,288.5799865722656,342.0799865722656,166.77000427246094,281.29998779296875,324.3666687011719,167.38999938964844,282.7300109863281,327.02667236328125,70618900,21907200,55121100.0
2022-04-14,163.20111083984375,274.36077880859375,328.3333435058594,165.2899932861328,279.8299865722656,328.3333435058594,171.27000427246094,288.30999755859375,337.57000732421875,165.0399932861328,279.32000732421875,327.39666748046875,170.6199951171875,288.0899963378906,333.0966796875,75329400,28221600,58422300.0
2022-04-18,162.98387145996094,275.0372619628906,334.7633361816406,165.07000732421875,280.5199890136719,334.7633361816406,166.60000610351562,282.4599914550781,338.3066711425781,163.57000732421875,278.3399963378906,324.4700012207031,163.9199981689453,278.9100036621094,329.6766662597656,69023900,20778000,51715200.0
2022-04-19,165.284423828125,279.7238464355469,342.7166748046875,167.39999389648438,285.29998779296875,342.7166748046875,167.82000732421875,286.1700134277344,344.9800109863281,163.91000366210938,278.4100036621094,331.77667236328125,165.02000427246094,279.3800048828125,335.0199890136719,67723800,22297700,49847700.0
2022-04-20,165.1165771484375,280.7630920410156,325.73333740234375,167.22999572753906,286.3599853515625,325.73333740234375,168.8800048828125,289.70001220703125,344.6666564941406,166.10000610351562,285.3699951171875,325.0833435058594,168.75999450683594,289.3999938964844,343.3333435058594,67929800,22906700,70711200.0
2022-04-21,164.31680297851562,275.32159423828125,336.260009765625,166.4199981689453,280.80999755859375,336.260009765625,171.52999877929688,293.29998779296875,364.0733337402344,165.91000366210938,280.05999755859375,332.1400146484375,168.91000366210938,288.5799865722656,358.24334716796875,87227800,29454600,105416400.0
2022-04-22,159.74533081054688,268.67413330078125,335.01666259765625,161.7899932861328,274.0299987792969,335.01666259765625,167.8699951171875,283.20001220703125,344.95001220703125,161.5,273.3800048828125,331.3333435058594,166.4600067138672,281.67999267578125,338.3033447265625,84882400,29405800,69696600.0
2022-04-25,160.82156372070312,275.2333679199219,332.67333984375,162.8800048828125,280.7200012207031,332.67333984375,163.1699981689453,281.1099853515625,336.2066650390625,158.4600067138672,270.7699890136719,325.1000061035156,161.1199951171875,273.2900085449219,326.3233337402344,96046400,35678900,68341200.0
2022-04-26,154.81838989257812,264.9386291503906,292.1400146484375,156.8000030517578,270.2200012207031,292.1400146484375,162.33999633789062,278.3599853515625,333.3333435058594,156.72000122070312,270.0,291.6666564941406,162.25,277.5,331.80999755859375,95623200,46518400,136133700.0
2022-04-27,154.59130859375,277.68450927734375,293.836669921875,156.57000732421875,283.2200012207031,293.836669921875,159.7899932861328,290.9700012207031,306.0,155.3800048828125,279.1600036621094,292.4533386230469,155.91000366210938,282.1000061035156,299.52667236328125,88063200,63477700,76956300.0
2022-04-28,161.57196044921875,283.9692077636719,292.5033264160156,163.63999938964844,289.6300048828125,292.5033264160156,164.52000427246094,290.9800109863281,300.0,158.92999267578125,281.4599914550781,273.8999938964844,159.25,285.19000244140625,299.99334716796875,130216800,33646600,124948500.0
2022-04-29,155.6576385498047,272.0959167480469,290.2533264160156,157.64999389648438,277.5199890136719,290.2533264160156,166.1999969482422,289.8800048828125,311.4666748046875,157.25,276.5,290.0,161.83999633789062,288.6099853515625,300.75,131747600,37073900,88133100.0
2022-05-02,155.96372985839844,278.9100341796875,300.9800109863281,157.9600067138672,284.4700012207031,300.9800109863281,158.22999572753906,284.94000244140625,302.1199951171875,153.27000427246094,276.2200012207031,282.6766662597656,156.7100067138672,277.7099914550781,286.92333984375,123055300,35151100,75781500.0
2022-05-03,157.46450805664062,276.27264404296875,303.0833435058594,159.47999572753906,281.7799987792969,303.0833435058594,160.7100067138672,284.1300048828125,308.02667236328125,156.32000732421875,280.1499938964844,296.1966552734375,158.14999389648438,283.9599914550781,301.05999755859375,88966500,25978600,63709500.0
2022-05-04,163.92185974121094,284.3123779296875,317.5400085449219,166.02000427246094,289.9800109863281,317.5400085449219,166.47999572753906,290.8800048828125,318.5,159.25999450683594,276.7300109863281,295.09332275390625,159.6699981689453,282.5899963378906,301.3133239746094,108256500,33599300,81643800.0
2022-05-05,154.7887725830078,271.92926025390625,291.09332275390625,156.77000427246094,277.3500061035156,291.09332275390625,164.0800018310547,286.3500061035156,315.20001220703125,154.9499969482422,274.3399963378906,285.8999938964844,163.85000610351562,285.5400085449219,313.00665283203125,130525300,43260400,92519100.0
2022-05-06,155.52047729492188,269.3604431152344,288.54998779296875,157.27999877929688,274.7300109863281,288.54998779296875,159.44000244140625,279.25,296.0,154.17999267578125,271.2699890136719,281.03668212890625,156.00999450683594,274.80999755859375,295.6666564941406,116124600,37780300,72903000.0
2022-05-09,150.35887145996094,259.4087829589844,262.3699951171875,152.05999755859375,264.5799865722656,262.3699951171875,155.8300018310547,272.3599853515625,281.8766784667969,151.49000549316406,263.32000732421875,260.3833312988281,154.92999267578125,270.05999755859375,278.8166809082031,131577900,47726000,90810300.0
2022-05-10,152.78146362304688,264.2326354980469,266.67999267578125,154.50999450683594,269.5,266.67999267578125,156.74000549316406,273.75,275.1199951171875,152.92999267578125,265.07000732421875,258.0833435058594,155.52000427246094,271.69000244140625,273.10333251953125,115366700,39336400,84401700.0
2022-05-11,144.861083984375,255.4575958251953,244.6666717529297,146.5,260.54998779296875,244.6666717529297,155.4499969482422,271.3599853515625,269.92333984375,145.80999755859375,259.29998779296875,242.39999389648438,153.5,265.67999267578125,265.0,142689800,48975900,97224600.0
2022-05-12,140.9651641845703,250.35922241210938,242.6666717529297,142.55999755859375,255.35000610351562,242.6666717529297,146.1999969482422,259.8800048828125,253.22000122070312,138.8000030517578,250.02000427246094,226.6666717529297,142.77000427246094,257.69000244140625,233.6666717529297,182602000,51033800,140313000.0
2022-05-13,145.46424865722656,256.0164794921875,256.5299987792969,147.11000061035156,261.1199951171875,256.5299987792969,148.10000610351562,263.0400085449219,262.45001220703125,143.11000061035156,255.35000610351562,250.52333068847656,144.58999633789062,257.3500061035156,257.82666015625,113990900,34925100,92150700.0
2022-05-16,143.9118194580078,256.38897705078125,241.4566650390625,145.5399932861328,261.5,241.4566650390625,147.52000427246094,265.82000732421875,256.586669921875,144.17999267578125,255.77999877929688,239.69667053222656,145.5500030517578,259.9599914550781,255.72000122070312,86643800,32550900,86098500.0
2022-05-17,147.5704345703125,261.6050720214844,253.8699951171875,149.24000549316406,266.82000732421875,253.8699951171875,149.77000427246094,268.3299865722656,254.82666015625,146.67999267578125,262.4599914550781,242.9499969482422,148.86000061035156,266.1099853515625,249.1199951171875,78336300,28828800,80236200.0
2022-05-18,139.24464416503906,249.6942596435547,236.60333251953125,140.82000732421875,254.0800018310547,236.60333251953125,147.36000061035156,263.6000061035156,253.5,139.89999389648438,252.77000427246094,233.60333251953125,146.85000610351562,263.0,248.17333984375,109742900,31356000,87811800.0
2022-05-19,135.8134765625,248.77047729492188,236.47332763671875,137.35000610351562,253.13999938964844,236.47332763671875,141.66000366210938,257.6700134277344,244.6666717529297,136.60000610351562,251.8800048828125,231.3699951171875,139.8800048828125,253.89999389648438,235.6666717529297,136095600,32692300,90296700.0
2022-05-20,136.05075073242188,248.2004852294922,221.3000030517578,137.58999633789062,252.55999755859375,221.3000030517578,140.6999969482422,258.5400085449219,240.52667236328125,132.61000061035156,246.44000244140625,211.0,139.08999633789062,257.239990234375,237.99667358398438,137426100,39199300,144973200.0
2022-05-23,141.50900268554688,256.1508483886719,224.96665954589844,143.11000061035156,260.6499938964844,224.96665954589844,143.25999450683594,261.5,226.65333557128906,137.64999389648438,253.42999267578125,212.68666076660156,137.7899932861328,255.49000549316406,218.33999633789062,117726300,33175400,88903500.0
2022-05-24,138.78976440429688,255.13861083984375,209.3866729736328,140.36000061035156,259.6199951171875,209.3866729736328,141.97000122070312,261.3299865722656,217.97332763671875,137.3300018310547,253.5,206.85667419433594,140.80999755859375,257.8900146484375,217.8433380126953,104132700,29043900,89092500.0
